edge_id,geometry_wkt
426608,"LINESTRING (703347.961218 7074619.472803, 703349.606421 7074622.170933)"
426638,"LINESTRING (705214.079264 7059966.001785, 705245.775188 7059952.860357)"
426667,"LINESTRING (704918.301324 7059945.119405, 704918.899675 7059941.60988)"
426697,"LINESTRING (698575.260624 7054900.435332, 698576.474582 7054904.669088)"
426727,"LINESTRING (698611.117751 7054968.227096, 698613.303106 7054971.357536)"
426756,"LINESTRING (688430.23522 7050336.244138, 688432.150074 7050328.496753)"
426786,"LINESTRING (688469.868829 7050195.544065, 688471.491383 7050187.139954)"
426816,"LINESTRING (688495.705427 7050031.375221, 688499.422658 7050016.226177)"
426845,"LINESTRING (688573.791545 7049806.657146, 688590.564492 7049763.404905)"
426875,"LINESTRING (705707.008032 7058512.454756, 705707.619497 7058524.523043)"
426905,"LINESTRING (705701.532854 7058515.40202, 705701.414339 7058527.369278)"
426935,"LINESTRING (705860.710319 7058817.693192, 705859.948587 7058820.868108)"
426964,"LINESTRING (697587.7727 7054234.379309, 697589.326844 7054235.815981)"
426994,"LINESTRING (697442.634582 7055429.306788, 697438.994241 7055424.85151)"
427024,"LINESTRING (697378.287453 7055369.758406, 697373.470704 7055382.563217)"
427053,"LINESTRING (697201.438165 7055278.298545, 697194.329253 7055273.65575)"
427083,"LINESTRING (697350.58543 7052550.888504, 697351.006577 7052556.158439)"
427113,"LINESTRING (697850.511442 7054201.146636, 697853.014836 7054199.307218)"
427142,"LINESTRING (696882.630239 7055525.080544, 696884.359059 7055522.115712)"
427172,"LINESTRING (697004.74642 7055348.017604, 697013.684459 7055337.951297)"
427202,"LINESTRING (697117.638002 7055175.151992, 697126.910316 7055165.954818)"
427231,"LINESTRING (697194.762677 7055062.831798, 697198.403918 7055054.049844)"
427261,"LINESTRING (697394.674715 7055881.576046, 697394.430857 7055890.92465)"
427291,"LINESTRING (697395.165009 7055929.399095, 697392.179212 7055928.876791)"
427320,"LINESTRING (697405.190494 7055741.421949, 697406.983825 7055739.482341)"
427350,"LINESTRING (697462.285518 7055629.281055, 697460.676862 7055631.967098)"
427380,"LINESTRING (697144.424423 7054433.754478, 697148.673377 7054433.68546)"
427409,"LINESTRING (697656.856103 7054279.598382, 697658.678453 7054277.870581)"
427439,"LINESTRING (698090.563994 7054678.425255, 698087.272642 7054678.058684)"
427469,"LINESTRING (697605.401431 7054767.259401, 697604.7358 7054769.866973)"
427499,"LINESTRING (698171.279719 7054925.522511, 698171.984068 7054932.129652)"
427528,"LINESTRING (698202.601145 7055078.395726, 698200.331936 7055079.766957)"
427558,"LINESTRING (698299.379887 7055356.979239, 698304.021419 7055367.440491)"
427588,"LINESTRING (698226.818785 7053789.279283, 698230.591555 7053784.876956)"
427617,"LINESTRING (698120.024712 7053904.835615, 698126.598456 7053897.290191)"
427647,"LINESTRING (696762.168901 7055558.074598, 696763.978351 7055559.767193)"
427677,"LINESTRING (697123.418893 7055755.977867, 697114.247669 7055753.007565)"
427706,"LINESTRING (696866.384655 7055668.770571, 696859.475478 7055665.810566)"
427736,"LINESTRING (697079.371591 7056313.122745, 697090.484015 7056300.793375)"
427766,"LINESTRING (697002.140594 7056441.970768, 697005.12822 7056433.099739)"
427795,"LINESTRING (696914.185405 7056391.743601, 696899.29391 7056429.413467)"
427825,"LINESTRING (697106.542857 7056721.29229, 697108.240503 7056713.369066)"
427855,"LINESTRING (697200.045065 7056803.97817, 697207.221129 7056804.999701)"
427884,"LINESTRING (697528.147715 7057008.869256, 697539.189692 7057014.602822)"
427914,"LINESTRING (696596.305052 7055542.907905, 696602.39072 7055544.018447)"
427944,"LINESTRING (694812.537546 7050555.664542, 694902.610333 7050518.134841)"
427973,"LINESTRING (694573.075303 7050667.530659, 694576.054503 7050665.399718)"
428003,"LINESTRING (697870.565843 7054855.031327, 697868.565038 7054853.461029)"
428033,"LINESTRING (698087.891903 7054455.815633, 698098.027183 7054473.026898)"
428063,"LINESTRING (698152.365686 7054610.849142, 698153.943071 7054618.993594)"
428092,"LINESTRING (697888.443536 7054487.999127, 697890.46127 7054458.850338)"
428122,"LINESTRING (702812.458746 7058561.219036, 702807.243773 7058557.283005)"
428152,"LINESTRING (692494.386458 7062250.443295, 692495.614831 7062252.614604)"
428181,"LINESTRING (692467.752928 7062377.234994, 692462.071262 7062387.182548)"
428211,"LINESTRING (696256.229968 7049771.48359, 696258.091399 7049762.936794)"
428241,"LINESTRING (696345.051664 7049610.285191, 696391.17844 7049545.356056)"
428270,"LINESTRING (696043.62761 7052067.844252, 696044.636189 7052069.091428)"
428300,"LINESTRING (696033.933721 7052077.711654, 696032.896732 7052076.431074)"
428330,"LINESTRING (696427.876302 7049288.610593, 696426.682304 7049286.728448)"
428359,"LINESTRING (702587.017648 7050174.411088, 702575.926627 7050180.054765)"
428389,"LINESTRING (689491.191715 7054952.375876, 689491.350198 7054942.336367)"
428419,"LINESTRING (689452.917549 7054789.770415, 689447.475411 7054777.535305)"
428448,"LINESTRING (689383.786893 7054500.636932, 689383.383892 7054490.108285)"
428478,"LINESTRING (689294.063099 7053639.918952, 689300.312581 7053632.085252)"
428508,"LINESTRING (688417.07625 7054651.981337, 688417.944862 7054646.686968)"
428538,"LINESTRING (694988.687087 7060671.507446, 694996.392759 7060667.667314)"
428567,"LINESTRING (695250.074881 7060522.373978, 695255.456504 7060518.179605)"
428597,"LINESTRING (695315.182193 7060441.70991, 695319.954335 7060437.24868)"
428627,"LINESTRING (693919.895786 7059638.424689, 693926.97634 7059626.059441)"
428656,"LINESTRING (692816.785276 7059129.686111, 692811.844998 7059134.996477)"
428686,"LINESTRING (691307.836651 7058291.232295, 691310.203992 7058286.504079)"
428716,"LINESTRING (707016.738211 7067504.067287, 707011.933487 7067498.021127)"
428745,"LINESTRING (707679.38074 7068939.472078, 707678.713553 7068935.871531)"
428775,"LINESTRING (704137.825052 7071103.937662, 704139.32051 7071109.176772)"
428805,"LINESTRING (704183.522723 7071260.231502, 704185.916317 7071265.393296)"
428834,"LINESTRING (704254.123904 7071390.49973, 704255.472345 7071393.532124)"
428864,"LINESTRING (704309.849164 7071603.953174, 704311.846656 7071618.041695)"
428894,"LINESTRING (705496.457966 7071143.291314, 705520.576388 7071127.133012)"
428923,"LINESTRING (704639.449302 7068511.376759, 704636.914715 7068521.716562)"
428953,"LINESTRING (704487.391756 7068804.470684, 704482.048393 7068815.198394)"
428983,"LINESTRING (705729.466803 7069835.907913, 705733.505075 7069836.848194)"
429012,"LINESTRING (703384.371093 7074031.56465, 703379.508368 7074054.074864)"
429042,"LINESTRING (703367.801196 7074314.329343, 703368.822146 7074344.299328)"
429072,"LINESTRING (704897.079991 7071174.830267, 704902.331536 7071178.423467)"
429102,"LINESTRING (704958.588871 7071197.240809, 705021.878128 7071205.399562)"
429131,"LINESTRING (705721.214066 7069861.008008, 705720.112117 7069866.367384)"
429161,"LINESTRING (704695.152465 7065819.779277, 704699.943961 7065820.997988)"
429191,"LINESTRING (707427.489876 7068031.383962, 707425.079822 7068029.163058)"
429220,"LINESTRING (709192.80224 7072283.97383, 709178.635363 7072282.044749)"
429250,"LINESTRING (687638.694215 7055416.860563, 687642.673113 7055420.138782)"
429280,"LINESTRING (686884.539604 7054814.5612, 686890.227581 7054817.322314)"
429309,"LINESTRING (704414.52132 7060943.421229, 704410.753675 7060941.267627)"
429339,"LINESTRING (687110.154243 7055415.355695, 687104.907268 7055419.000189)"
429369,"LINESTRING (686993.040409 7055443.148155, 686987.355579 7055444.498447)"
429398,"LINESTRING (686710.653749 7055528.794146, 686705.695164 7055531.279527)"
429428,"LINESTRING (687482.307215 7055333.161047, 687504.162276 7055341.079029)"
429458,"LINESTRING (687523.578928 7055346.450928, 687524.666856 7055347.707592)"
429487,"LINESTRING (687544.956696 7055363.038895, 687548.075316 7055365.327288)"
429517,"LINESTRING (712572.009538 7069474.947261, 712632.59129 7069479.798042)"
429547,"LINESTRING (707202.425627 7058708.242789, 707195.946947 7058724.926434)"
429577,"LINESTRING (713766.325118 7053321.644318, 713764.623031 7053321.361584)"
429606,"LINESTRING (703443.047992 7073435.606123, 703583.589993 7073520.307748)"
429636,"LINESTRING (703507.073031 7075565.593779, 703519.951319 7075538.841882)"
429666,"LINESTRING (699664.280049 7073419.185393, 699693.711099 7073437.985372)"
429695,"LINESTRING (710461.647888 7069903.615394, 710459.967707 7069901.795691)"
429725,"LINESTRING (694970.756123 7051911.080649, 694991.117572 7051920.254433)"
429755,"LINESTRING (702088.430093 7058675.271958, 702092.050845 7058678.66073)"
429784,"LINESTRING (702038.360363 7058401.140406, 702040.996529 7058403.158212)"
429814,"LINESTRING (702009.72861 7058523.823396, 702007.042528 7058522.763865)"
429844,"LINESTRING (690702.415808 7056854.231179, 690696.873408 7056851.354459)"
429873,"LINESTRING (707773.374618 7053212.964843, 707780.242514 7053202.812839)"
429903,"LINESTRING (686921.436075 7049249.727554, 686919.193868 7049250.334425)"
429933,"LINESTRING (686866.915708 7049383.552893, 686864.298311 7049384.606326)"
429962,"LINESTRING (708841.677814 7055290.896536, 708845.4718 7055291.181086)"
429992,"LINESTRING (708829.331937 7055294.130623, 708828.241819 7055292.791823)"
430022,"LINESTRING (704718.417539 7064750.594672, 704722.996471 7064753.072447)"
430051,"LINESTRING (690762.0272 7064631.303322, 690760.607434 7064633.378401)"
430081,"LINESTRING (705898.280718 7059754.952852, 705899.651124 7059752.424837)"
430111,"LINESTRING (709800.59883 7054192.539115, 709807.630041 7054195.871793)"
430141,"LINESTRING (704207.14499 7059858.025181, 704211.175253 7059860.702534)"
430170,"LINESTRING (704159.23935 7061135.579196, 704150.880709 7061133.366636)"
430200,"LINESTRING (704694.366071 7060243.15941, 704686.496518 7060239.43103)"
430230,"LINESTRING (711696.735264 7062750.923126, 711699.621519 7062745.870035)"
430259,"LINESTRING (709446.952078 7069904.448354, 709445.809646 7069898.17206)"
430289,"LINESTRING (709525.28285 7070737.226305, 709512.196517 7070758.913766)"
430319,"LINESTRING (711090.171269 7069885.837675, 711093.044606 7069892.296057)"
430348,"LINESTRING (710778.007097 7070471.742602, 710787.031452 7070464.95067)"
430378,"LINESTRING (711013.824763 7069942.022177, 711021.143045 7069936.453204)"
430408,"LINESTRING (711120.25717 7074057.542544, 711113.030217 7074069.598349)"
430437,"LINESTRING (711222.373587 7073890.926508, 711226.513424 7073888.661227)"
430467,"LINESTRING (702238.867561 7048966.734316, 702222.986712 7048959.842604)"
430497,"LINESTRING (708259.586395 7050995.914346, 708321.569475 7051050.076806)"
430526,"LINESTRING (705682.620793 7058655.481466, 705683.895677 7058649.465632)"
430556,"LINESTRING (701810.628168 7061997.750127, 701806.910451 7061993.648183)"
430586,"LINESTRING (703893.594683 7049792.787986, 703873.186912 7049798.923976)"
430615,"LINESTRING (703633.253404 7049969.618952, 703632.590392 7049973.930306)"
430645,"LINESTRING (703582.456951 7050139.695769, 703584.753791 7050144.710951)"
430675,"LINESTRING (705076.221397 7060018.146964, 705077.31349 7060017.278798)"
430705,"LINESTRING (700394.958326 7061451.806949, 700396.807287 7061453.433993)"
430734,"LINESTRING (700330.317806 7061585.332302, 700327.455854 7061582.769185)"
430764,"LINESTRING (706858.537412 7067921.766465, 706873.19419 7067926.253303)"
430794,"LINESTRING (707068.869037 7067972.244426, 707080.83253 7067974.287822)"
430823,"LINESTRING (707209.992148 7067988.884755, 707219.707235 7067989.421078)"
430853,"LINESTRING (714206.92052 7065543.300623, 714194.667054 7065565.18951)"
430883,"LINESTRING (714402.354544 7063457.405552, 714397.313286 7063451.441904)"
430912,"LINESTRING (706222.279948 7071279.004094, 706217.618727 7071285.96435)"
430942,"LINESTRING (706095.43067 7067158.243022, 706100.0852 7067153.935336)"
430972,"LINESTRING (706144.952567 7067060.251574, 706154.704964 7067041.317373)"
431001,"LINESTRING (706228.371217 7066815.887778, 706228.122428 7066804.141679)"
431031,"LINESTRING (711470.401983 7054791.484973, 711430.534926 7054717.051072)"
431061,"LINESTRING (711462.351972 7054836.249329, 711458.190278 7054838.792396)"
431090,"LINESTRING (711468.84632 7054834.167874, 711470.338257 7054836.455098)"
431120,"LINESTRING (709262.373213 7071055.82241, 709272.790945 7071060.063535)"
431150,"LINESTRING (710018.815704 7071279.052831, 709947.604007 7071351.711758)"
431180,"LINESTRING (706686.561905 7067074.179386, 706688.071618 7067072.331275)"
431209,"LINESTRING (711336.543003 7054720.915824, 711334.457075 7054717.680344)"
431239,"LINESTRING (713688.100968 7062171.192856, 713692.693869 7062167.214769)"
431269,"LINESTRING (707743.608928 7057758.731982, 707743.798103 7057760.347935)"
431298,"LINESTRING (713721.546686 7061941.632461, 713721.997904 7061945.400018)"
431328,"LINESTRING (708276.362483 7064213.6583, 708281.206786 7064213.097146)"
431358,"LINESTRING (708363.617854 7063904.552205, 708372.747721 7063898.604035)"
431387,"LINESTRING (708878.780836 7063660.131613, 708889.102468 7063657.96387)"
431417,"LINESTRING (701768.498929 7066882.180123, 701768.322804 7066879.594648)"
431447,"LINESTRING (701775.749323 7066895.566425, 701773.881386 7066893.760495)"
431476,"LINESTRING (709164.662322 7055561.718402, 709162.687016 7055559.653829)"
431506,"LINESTRING (701075.344315 7049538.036109, 701077.062536 7049537.512788)"
431536,"LINESTRING (702117.540365 7053200.819037, 702134.901213 7053221.260106)"
431565,"LINESTRING (702978.116919 7054577.44148, 702976.038615 7054577.384665)"
431595,"LINESTRING (706460.988397 7065476.248611, 706459.74161 7065476.938088)"
431625,"LINESTRING (701944.411024 7063352.500653, 701944.397998 7063349.224453)"
431654,"LINESTRING (707889.180794 7061146.549009, 707891.303471 7061148.546636)"
431684,"LINESTRING (698731.163432 7060598.648242, 698728.725734 7060597.634772)"
431714,"LINESTRING (697715.694451 7060005.022815, 697718.380256 7060005.155436)"
431744,"LINESTRING (695211.333746 7068422.136609, 695212.05513 7068421.734797)"
431773,"LINESTRING (698338.154213 7062973.241062, 698337.219839 7062975.046581)"
431803,"LINESTRING (701670.213526 7057265.131132, 701672.135004 7057264.730571)"
431833,"LINESTRING (708469.912068 7076069.989035, 708470.14694 7076068.874847)"
431862,"LINESTRING (702756.049635 7065550.198211, 702771.548774 7065531.183326)"
431892,"LINESTRING (703146.490566 7065364.647746, 703154.983094 7065357.464768)"
431922,"LINESTRING (703774.974349 7066312.758095, 703775.58963 7066313.560876)"
431951,"LINESTRING (709961.595322 7069018.088153, 709962.837998 7069015.538305)"
431981,"LINESTRING (705896.553975 7067429.188238, 705898.797317 7067429.25747)"
432011,"LINESTRING (700480.662589 7074014.688639, 700482.535787 7074014.677656)"
432040,"LINESTRING (706000.058266 7065276.940131, 705997.588992 7065275.488786)"
432070,"LINESTRING (702132.048385 7074507.27889, 702132.713348 7074505.796832)"
432100,"LINESTRING (711387.057808 7073630.520295, 711376.598164 7073649.98058)"
432129,"LINESTRING (711243.030606 7073802.286372, 711246.532624 7073804.366418)"
432159,"LINESTRING (710919.451639 7073713.998895, 710910.273101 7073704.619067)"
432189,"LINESTRING (707417.478762 7074807.583958, 707418.735695 7074808.421523)"
432219,"LINESTRING (702899.058619 7056776.216799, 702901.378564 7056773.610644)"
432248,"LINESTRING (705362.397258 7054675.675062, 705357.073234 7054672.594708)"
432278,"LINESTRING (705299.676724 7054288.724141, 705299.957908 7054291.431959)"
432308,"LINESTRING (705377.610263 7054263.851062, 705372.283088 7054263.656533)"
432337,"LINESTRING (705252.112998 7054281.949459, 705246.787881 7054279.571182)"
432367,"LINESTRING (708125.541842 7060820.425572, 708120.035822 7060820.88559)"
432397,"LINESTRING (710002.92961 7069040.67367, 710000.476363 7069043.633685)"
432426,"LINESTRING (703195.882665 7049809.014535, 703196.373217 7049807.789246)"
432456,"LINESTRING (697900.988044 7066019.560724, 697900.258107 7066017.37679)"
432486,"LINESTRING (697798.474799 7065772.762764, 697793.50259 7065765.989245)"
432515,"LINESTRING (697668.910744 7065495.923769, 697666.040588 7065471.84313)"
432545,"LINESTRING (697627.490528 7065349.823297, 697622.737423 7065343.56249)"
432575,"LINESTRING (698378.858312 7066733.797166, 698374.228388 7066730.421871)"
432604,"LINESTRING (698322.192269 7066732.354023, 698316.268522 7066733.849104)"
432634,"LINESTRING (703610.862137 7053990.35303, 703609.736864 7053986.196285)"
432664,"LINESTRING (700952.614944 7062320.227133, 700955.903835 7062307.613404)"
432693,"LINESTRING (709935.33096 7071878.046514, 709938.372088 7071877.80674)"
432723,"LINESTRING (704362.117094 7049664.058415, 704366.025374 7049659.504578)"
432753,"LINESTRING (704563.569937 7049597.937939, 704581.642746 7049592.638182)"
432783,"LINESTRING (703577.688756 7049880.305954, 703567.920095 7049891.630681)"
432812,"LINESTRING (710093.292893 7071721.009762, 710090.13637 7071718.529913)"
432842,"LINESTRING (714318.265989 7062703.330911, 714315.034251 7062701.294529)"
432872,"LINESTRING (714122.831816 7067565.361429, 714124.293814 7067563.715785)"
432901,"LINESTRING (705881.755078 7060482.420411, 705871.387675 7060476.481393)"
432931,"LINESTRING (705758.971151 7060393.794234, 705752.725608 7060389.664867)"
432961,"LINESTRING (713475.147766 7071161.324145, 713480.444426 7071158.606472)"
432990,"LINESTRING (713445.901441 7070236.849444, 713451.783605 7070243.962706)"
433020,"LINESTRING (713614.488645 7070417.800283, 713618.149865 7070430.525209)"
433050,"LINESTRING (699693.628814 7057207.728746, 699690.49508 7057208.208051)"
433079,"LINESTRING (697966.50648 7070094.745277, 697958.87531 7070098.258588)"
433109,"LINESTRING (697503.519257 7070466.626352, 697487.095069 7070481.690056)"
433139,"LINESTRING (697145.681019 7070882.436315, 697129.809837 7070909.615111)"
433168,"LINESTRING (697068.525981 7071098.760822, 697067.164427 7071105.258887)"
433198,"LINESTRING (713710.07389 7054032.953435, 713716.653363 7054040.289954)"
433228,"LINESTRING (713832.667113 7054198.972635, 713836.312826 7054204.920434)"
433257,"LINESTRING (714072.512757 7054372.474991, 714112.015647 7054392.708388)"
433287,"LINESTRING (714192.484089 7055963.202795, 714194.309066 7055956.644511)"
433317,"LINESTRING (710848.95398 7058336.515195, 710861.038649 7058329.886381)"
433347,"LINESTRING (710820.995569 7058245.446759, 710821.51612 7058243.854347)"
433376,"LINESTRING (710839.022385 7058179.382671, 710828.968754 7058165.646457)"
433406,"LINESTRING (704984.993728 7062456.076871, 704987.967247 7062457.728744)"
433436,"LINESTRING (705219.070116 7062507.984606, 705217.148062 7062510.657229)"
433465,"LINESTRING (691086.632196 7066209.535597, 691084.839025 7066212.536182)"
433495,"LINESTRING (713357.178409 7061862.624598, 713366.217908 7061856.61765)"
433525,"LINESTRING (709634.022494 7056084.929912, 709635.308161 7056083.69531)"
433554,"LINESTRING (686774.440716 7063604.41311, 686680.953326 7063515.508639)"
433584,"LINESTRING (696460.58427 7055206.42635, 696458.181998 7055198.505679)"
433614,"LINESTRING (714921.769046 7057910.163703, 714922.682853 7057910.422423)"
433643,"LINESTRING (694694.381388 7066673.328399, 694687.585839 7066672.599349)"
433673,"LINESTRING (692299.286661 7062381.487162, 692295.003726 7062378.183475)"
433703,"LINESTRING (697417.199989 7058698.677634, 697423.888709 7058693.426277)"
433732,"LINESTRING (697430.656806 7058444.158427, 697420.906408 7058435.78353)"
433762,"LINESTRING (695382.984684 7055522.97399, 695368.136724 7055509.314566)"
433792,"LINESTRING (696552.706399 7056907.530598, 696537.478292 7056876.27395)"
433822,"LINESTRING (693444.248138 7054191.222229, 693435.933497 7054196.658207)"
433851,"LINESTRING (687575.878504 7050021.974021, 687584.236044 7050013.220498)"
433881,"LINESTRING (704881.149418 7059755.299206, 704883.64736 7059751.390196)"
433911,"LINESTRING (717633.019341 7068120.088214, 717615.309069 7068108.39772)"
433940,"LINESTRING (715581.596505 7068149.585731, 715582.5337 7068153.533419)"
433970,"LINESTRING (707261.806214 7057158.822951, 707261.49462 7057153.072959)"
434000,"LINESTRING (698144.847205 7064040.32961, 698151.440922 7064043.425354)"
434029,"LINESTRING (718343.864672 7056663.003139, 718349.003528 7056663.58825)"
434059,"LINESTRING (697231.988635 7058225.486965, 697266.994134 7058257.906354)"
434089,"LINESTRING (710172.318924 7071817.555684, 710164.157823 7071806.239989)"
434118,"LINESTRING (710261.810579 7071916.451347, 710259.002231 7071913.158464)"
434148,"LINESTRING (710126.525914 7071863.311053, 710113.639391 7071841.209824)"
434178,"LINESTRING (710176.411239 7071787.650485, 710178.894511 7071787.008612)"
434207,"LINESTRING (710388.558134 7071836.298162, 710387.123255 7071835.961149)"
434237,"LINESTRING (710404.493312 7071910.48544, 710408.409087 7071911.428903)"
434267,"LINESTRING (710187.487585 7071704.965149, 710197.345005 7071697.449264)"
434296,"LINESTRING (710376.157511 7071667.397985, 710378.326103 7071668.69481)"
434326,"LINESTRING (710327.62434 7071659.919019, 710324.853364 7071659.312076)"
434356,"LINESTRING (710641.215476 7071854.159853, 710655.708501 7071863.359674)"
434386,"LINESTRING (710776.743634 7071961.933885, 710792.503451 7071977.656249)"
434415,"LINESTRING (709878.127317 7059123.653896, 709872.014297 7059121.648529)"
434445,"LINESTRING (710702.559345 7058430.156054, 710699.182981 7058397.969168)"
434475,"LINESTRING (710789.704153 7057080.528668, 710793.600342 7057071.254382)"
434504,"LINESTRING (711999.066432 7058646.716537, 712011.04109 7058661.952211)"
434534,"LINESTRING (712640.535935 7056924.315739, 712688.164803 7056929.259364)"
434564,"LINESTRING (695950.274605 7047922.491709, 696009.147748 7047872.447526)"
434593,"LINESTRING (703972.060493 7058340.97131, 703970.832557 7058313.280632)"
434623,"LINESTRING (717391.642523 7061590.182446, 717385.86266 7061598.956551)"
434653,"LINESTRING (704375.775792 7059715.613312, 704374.348771 7059718.910519)"
434682,"LINESTRING (694540.052675 7047209.84754, 694543.100988 7047211.170372)"
434712,"LINESTRING (694664.061636 7047206.842624, 694663.973914 7047204.224534)"
434742,"LINESTRING (709314.009073 7055291.773585, 709310.437805 7055298.319347)"
434771,"LINESTRING (709272.852506 7055389.902843, 709273.332079 7055387.251755)"
434801,"LINESTRING (709248.679914 7055378.297101, 709264.553283 7055382.089456)"
434831,"LINESTRING (709234.848362 7055284.633956, 709236.990946 7055279.924278)"
434861,"LINESTRING (708465.149506 7061777.207461, 708465.414674 7061779.871111)"
434890,"LINESTRING (708511.036752 7061663.504099, 708499.895041 7061662.227967)"
434920,"LINESTRING (708446.177695 7061763.372238, 708411.637607 7061747.58586)"
434950,"LINESTRING (708343.153209 7061738.902962, 708337.248974 7061736.208625)"
434979,"LINESTRING (692463.059522 7046638.798062, 692466.016667 7046640.398406)"
435009,"LINESTRING (692504.553425 7046694.358779, 692504.002616 7046696.788273)"
435039,"LINESTRING (693340.435986 7046571.977645, 693342.907529 7046571.595914)"
435068,"LINESTRING (705226.636251 7062627.950462, 705226.515243 7062621.008001)"
435098,"LINESTRING (705091.335453 7060035.086961, 705090.321098 7060036.189198)"
435128,"LINESTRING (692321.677076 7066753.446343, 692326.811789 7066755.812971)"
435157,"LINESTRING (692429.053659 7066772.913362, 692427.319452 7066772.815415)"
435187,"LINESTRING (703393.682329 7053023.363895, 703397.988737 7053035.745271)"
435217,"LINESTRING (709537.415084 7066520.602399, 709580.145912 7066574.378475)"
435246,"LINESTRING (709865.496106 7067085.874397, 709858.12502 7067055.727766)"
435276,"LINESTRING (710157.529251 7067341.41946, 710186.888823 7067273.460289)"
435306,"LINESTRING (709808.400475 7066961.829392, 709803.059013 7066952.537006)"
435335,"LINESTRING (705551.375334 7057377.656756, 705558.224124 7057377.563267)"
435365,"LINESTRING (698387.171671 7063778.056612, 698385.649927 7063780.854091)"
435395,"LINESTRING (698042.771279 7063375.705939, 698040.979086 7063374.536496)"
435425,"LINESTRING (697869.815027 7063218.645614, 697866.698745 7063218.513079)"
435454,"LINESTRING (714250.895869 7053011.335291, 714252.049366 7053012.530422)"
435484,"LINESTRING (706446.82096 7065195.040174, 706449.714661 7065196.73737)"
435514,"LINESTRING (696212.133857 7055080.056784, 696218.311967 7055070.158245)"
435543,"LINESTRING (713711.67281 7053237.632798, 713709.207103 7053233.359354)"
435573,"LINESTRING (713645.127237 7053019.68789, 713645.708264 7053014.185142)"
435603,"LINESTRING (710747.489639 7055107.472962, 710699.956969 7055169.422428)"
435632,"LINESTRING (710553.715103 7055316.368706, 710530.714408 7055335.289697)"
435662,"LINESTRING (711023.448199 7054812.983434, 711016.44408 7054818.273379)"
435692,"LINESTRING (712255.135806 7053973.759112, 712237.883674 7053986.434604)"
435721,"LINESTRING (701189.177251 7060609.484136, 701225.791284 7060565.788758)"
435751,"LINESTRING (701542.750421 7060200.808713, 701552.191141 7060193.791201)"
435781,"LINESTRING (703363.224435 7061894.189042, 703363.130829 7061896.707373)"
435810,"LINESTRING (707980.381976 7059166.768806, 707978.531189 7059162.465003)"
435840,"LINESTRING (705160.550208 7063419.332188, 705163.140947 7063420.749808)"
435870,"LINESTRING (710820.877052 7059032.666038, 710823.31724 7059046.276239)"
435899,"LINESTRING (715137.965424 7057362.400142, 715120.100628 7057346.083563)"
435929,"LINESTRING (703338.997884 7053239.820444, 703340.467508 7053238.205726)"
435959,"LINESTRING (711200.279347 7069761.171999, 711226.552243 7069740.183927)"
435989,"LINESTRING (708566.142644 7074064.172303, 708580.676406 7074063.737676)"
436018,"LINESTRING (708675.667795 7074102.613899, 708694.236133 7074066.833437)"
436048,"LINESTRING (709402.905184 7070974.455889, 709398.675429 7070991.488982)"
436078,"LINESTRING (709325.368756 7071529.344018, 709323.305627 7071528.237242)"
436107,"LINESTRING (709210.484825 7072679.312731, 709212.773103 7072680.843363)"
436137,"LINESTRING (711814.128375 7071782.995982, 711816.111056 7071785.084257)"
436167,"LINESTRING (707798.994773 7062250.109209, 707793.265434 7062244.106093)"
436196,"LINESTRING (710115.18624 7059107.106688, 710114.676521 7059102.860319)"
436226,"LINESTRING (690566.199844 7062746.570296, 690575.964099 7062748.905102)"
436256,"LINESTRING (712057.92735 7068066.582864, 712000.883685 7068008.264812)"
436285,"LINESTRING (710534.246825 7076587.467941, 710541.560044 7076590.948016)"
436315,"LINESTRING (704228.717995 7065767.164412, 704257.017867 7065714.60907)"
436345,"LINESTRING (704353.144823 7065716.310108, 704325.290583 7065768.163246)"
436374,"LINESTRING (704348.332265 7065805.658013, 704344.745205 7065803.047554)"
436404,"LINESTRING (704388.820252 7065973.427666, 704412.957984 7065912.155166)"
436434,"LINESTRING (710678.932106 7061950.808666, 710701.291526 7061938.448871)"
436464,"LINESTRING (713391.281676 7068087.472432, 713388.274942 7068090.150992)"
436493,"LINESTRING (687979.353345 7051887.578061, 687982.520406 7051888.473759)"
436523,"LINESTRING (688058.217868 7051926.885057, 688060.916207 7051927.636954)"
436553,"LINESTRING (688179.660359 7051908.678032, 688197.27251 7051880.841971)"
436582,"LINESTRING (688158.024053 7051828.803184, 688145.249599 7051848.829817)"
436612,"LINESTRING (715737.893451 7061567.656743, 715749.539166 7061552.980369)"
436642,"LINESTRING (715630.591674 7061451.05341, 715626.510761 7061446.038677)"
436671,"LINESTRING (715553.945723 7061371.076237, 715551.55018 7061368.852067)"
436701,"LINESTRING (715769.865055 7061419.63023, 715770.806667 7061422.37413)"
436731,"LINESTRING (714398.860344 7062198.451133, 714401.251409 7062191.448101)"
436760,"LINESTRING (711037.346393 7074194.708636, 711038.871965 7074195.324637)"
436790,"LINESTRING (710934.840772 7074327.513449, 710959.206518 7074312.448363)"
436820,"LINESTRING (715558.854772 7057004.315079, 715532.9454 7057004.867123)"
436849,"LINESTRING (703675.368946 7065663.402609, 703679.579815 7065665.355556)"
436879,"LINESTRING (688791.087204 7063544.679364, 688807.686827 7063537.358221)"
436909,"LINESTRING (706862.194594 7059509.034364, 706874.676075 7059513.841156)"
436938,"LINESTRING (704367.438607 7052336.836092, 704387.843449 7052368.651033)"
